"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Uzbekistan","2010","All genders","Not applicable","Number","98.50347"
"Uzbekistan","2010","Male","Not applicable","Number","98.57338"
"Uzbekistan","2009","Female","Not applicable","Number","97.81276"
"Uzbekistan","2009","Male","Not applicable","Number","97.31016"
"Uzbekistan","2009","All genders","Not applicable","Number","97.55521"
"Uzbekistan","2008","All genders","Not applicable","Number","99.61434"
"Uzbekistan","2008","Male","Not applicable","Number","99.7752"
"Uzbekistan","2008","Female","Not applicable","Number","99.4461"
"Uzbekistan","2007","All genders","Not applicable","Number","68.59264"
"Uzbekistan","2007","Female","Not applicable","Number","67.39945"
"Uzbekistan","2007","Male","Not applicable","Number","69.74153"
"Uzbekistan","2006","All genders","Not applicable","Number","91.79776"
"Uzbekistan","2006","Male","Not applicable","Number","93.34376"
"Uzbekistan","2006","Female","Not applicable","Number","90.20146"
"Vanuatu","2010","All genders","Not applicable","Number","27.50838"
"Vanuatu","2010","Male","Not applicable","Number","25.80645"
"Vanuatu","2010","Female","Not applicable","Number","29.20196"
"Venezuela (Bolivarian Republic of)","2014","Male","Not applicable","Number","64.77036"
"Venezuela (Bolivarian Republic of)","2014","All genders","Not applicable","Number","69.82771"
"Venezuela (Bolivarian Republic of)","2014","Female","Not applicable","Number","75.08944"
"Venezuela (Bolivarian Republic of)","2013","All genders","Not applicable","Number","69.93475"
"Venezuela (Bolivarian Republic of)","2013","Female","Not applicable","Number","75.55754"
"Venezuela (Bolivarian Republic of)","2013","Male","Not applicable","Number","64.52984"
"Venezuela (Bolivarian Republic of)","2012","All genders","Not applicable","Number","73.17048"
"Venezuela (Bolivarian Republic of)","2012","Male","Not applicable","Number","67.85999"
"Venezuela (Bolivarian Republic of)","2012","Female","Not applicable","Number","78.69333"
"Venezuela (Bolivarian Republic of)","2011","All genders","Not applicable","Number","71.17407"
"Venezuela (Bolivarian Republic of)","2011","Female","Not applicable","Number","76.85034"
"Venezuela (Bolivarian Republic of)","2011","Male","Not applicable","Number","65.71539"
"Venezuela (Bolivarian Republic of)","2010","All genders","Not applicable","Number","69.61416"
"Venezuela (Bolivarian Republic of)","2010","Male","Not applicable","Number","64.20609"
"Venezuela (Bolivarian Republic of)","2010","Female","Not applicable","Number","75.24122"
"Venezuela (Bolivarian Republic of)","2009","All genders","Not applicable","Number","69.97596"
"Venezuela (Bolivarian Republic of)","2009","Female","Not applicable","Number","75.28199"
"Venezuela (Bolivarian Republic of)","2009","Male","Not applicable","Number","64.87358"
"Venezuela (Bolivarian Republic of)","2008","All genders","Not applicable","Number","67.92528"
"Venezuela (Bolivarian Republic of)","2008","Male","Not applicable","Number","62.58699"
"Venezuela (Bolivarian Republic of)","2008","Female","Not applicable","Number","73.47363"
"Venezuela (Bolivarian Republic of)","2007","All genders","Not applicable","Number","70.19071"
"Venezuela (Bolivarian Republic of)","2007","Female","Not applicable","Number","71.06257"
"Venezuela (Bolivarian Republic of)","2007","Male","Not applicable","Number","69.3515"
"Venezuela (Bolivarian Republic of)","2006","Male","Not applicable","Number","47.99711"
"Venezuela (Bolivarian Republic of)","2006","Female","Not applicable","Number","60.04904"
"Venezuela (Bolivarian Republic of)","2006","All genders","Not applicable","Number","53.90816"
"Viet Nam","2014","Female","Not applicable","Number","82.29168"
"Viet Nam","2014","Male","Not applicable","Number","77.81843"
"Viet Nam","2014","All genders","Not applicable","Number","79.99013"
"Viet Nam","2013","Male","Not applicable","Number","70.53067"
"Viet Nam","2013","All genders","Not applicable","Number","73.04801"
"Viet Nam","2013","Female","Not applicable","Number","75.71566"
"Viet Nam","2012","All genders","Not applicable","Number","79.27571"
"Viet Nam","2011","All genders","Not applicable","Number","76.12889"
"Yemen","2013","Male","Not applicable","Number","47.32498"
"Yemen","2013","Female","Not applicable","Number","33.08592"
"Yemen","2013","All genders","Not applicable","Number","40.34232"
"Yemen","2011","Male","Not applicable","Number","51.63587"
"Yemen","2011","All genders","Not applicable","Number","43.24857"
"Yemen","2011","Female","Not applicable","Number","34.53874"
"Yemen","2005","Male","Not applicable","Number","55.43702"
"Yemen","2005","Female","Not applicable","Number","26.2872"
"Yemen","2005","All genders","Not applicable","Number","41.11705"
"Zambia","2008","Male","Not applicable","Number","62.70176"
"Zambia","2008","All genders","Not applicable","Number","58.01847"
"Zambia","2008","Female","Not applicable","Number","53.31727"
"Zimbabwe","2013","All genders","Not applicable","Number","56.1231"
"Zimbabwe","2013","Female","Not applicable","Number","53.72949"
"Zimbabwe","2013","Male","Not applicable","Number","58.51888"

